(24/05/2024|00:00:07) [GRATIDAO12|D4:D2:D6:54:19:A3|192.141.82.237] : MobName:BM-Odin dropou o item: Poeira_de_Lactolerium:413 59.236.59.18.59.64 do mob:Morlock
(24/05/2024|00:24:43) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:24:44) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:24:47) [CAPORAL|9C:53:22:20:FC:E9|179.124.196.128] : MobName:Batman dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:24:50) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:24:51) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:24:58) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:25:01) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:25:01) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:25:02) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:25:02) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:25:06) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:25:26) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:25:44) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:25:59) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:00) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:08) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:26:16) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:26:24) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:25) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:26:25) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:27) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:29) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:26:29) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:30) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:31) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:26:31) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:37) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:26:37) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:26:37) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:26:37) [KATATUMBA|20:89:84:07:DE:50|45.191.23.254] : MobName:Katatumba dropou o item: Poeira_de_Oriharucon:412 59.127.59.211.59.175 do mob:Aranha Inferno
(24/05/2024|00:26:41) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:26:44) [OLIVEIRA1|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo1 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:26:48) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:26:49) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:26:53) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:26:54) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:27:00) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:27:01) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:27:03) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:27:13) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:27:16) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:27:21) [MARCOS20|FC:AA:14:C9:20:01|131.108.200.206] : MobName:lNeji dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:27:27) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:27:27) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:27:30) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:27:37) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:27:37) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:27:39) [MARCOS20|FC:AA:14:C9:20:01|131.108.200.206] : MobName:lNeji dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:27:41) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Poeira_de_Oriharucon:412 59.194.59.224.59.199 do mob:Cria de Aranha
(24/05/2024|00:27:50) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:27:50) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:27:51) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:27:58) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:28:05) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:28:08) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:28:10) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:28:11) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:28:25) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:28:29) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:28:31) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:28:33) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:28:34) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:28:37) [CAPORAL|9C:53:22:20:FC:E9|179.124.196.128] : MobName:Batman dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:28:41) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:28:56) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:29:15) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:29:15) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:29:17) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:29:23) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:29:28) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Poeira_de_Lactolerium:413 59.144.59.129.59.191 do mob:Cria de Aranha
(24/05/2024|00:29:29) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:29:37) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:29:38) [OLIVEIRA1|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo1 dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:29:40) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:29:49) [JEFFE94|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Paladinno dropou o item: Poeira_de_Lactolerium:413 59.173.59.13.59.152 do mob:Tauron
(24/05/2024|00:29:51) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:29:54) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:29:56) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Poeira_de_Oriharucon:412 59.93.59.1.59.203 do mob:MorlockAmald
(24/05/2024|00:30:00) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:30:01) [OLIVEIRA1|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo1 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:30:04) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:30:13) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:30:17) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:30:37) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:30:38) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:30:39) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:30:40) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:30:54) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Poeira_de_Lactolerium:413 59.179.59.66.59.147 do mob:GargulaAmald
(24/05/2024|00:30:57) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:31:02) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Poeira_de_Lactolerium:413 59.205.59.214.59.95 do mob:Cria de Aranha
(24/05/2024|00:31:03) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:31:05) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:31:05) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:31:14) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:31:14) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:31:15) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:31:16) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:31:25) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:31:25) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:31:29) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:31:38) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:31:39) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:31:39) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:31:40) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:32:01) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:32:01) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:32:01) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:32:03) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:32:03) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:32:26) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:32:26) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:32:27) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:32:28) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:32:33) [DAMASIO1|98:4B:E1:12:0D:95|138.118.91.66] : MobName:MeuDrop dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Aeon Tauron
(24/05/2024|00:32:44) [OLIVEIRA1|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo1 dropou o item: Poeira_de_Oriharucon:412 59.37.59.35.59.45 do mob:Cria de Aranha
(24/05/2024|00:32:49) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:32:53) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:33:02) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(24/05/2024|00:33:05) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:33:05) [OLIVEIRA1|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo1 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:33:06) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:33:15) [GFERREIRA1|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BestaMaster dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:33:17) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:33:30) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:33:31) [CAPORAL|9C:53:22:20:FC:E9|179.124.196.128] : MobName:Batman dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:33:38) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:33:39) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:33:40) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:33:42) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:33:49) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:33:50) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:34:01) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:34:03) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:34:03) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:34:05) [CANEDOP2|00:1A:7D:DA:71:13|45.187.118.65] : MobName:Cualli dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
