(21/05/2024|01:00:06) [MONOB3|A8:A7:95:DB:FD:92|187.19.188.243] : MobName:ErroR403 dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(21/05/2024|01:32:59) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:33:02) [JP02|0A:0A:0A:0A:D7:F3|170.82.134.203] : MobName:EOOQ dropou o item: Poeira_de_Oriharucon:412 59.78.59.35.59.52 do mob:MorlockAmald
(21/05/2024|01:33:07) [JP02|0A:0A:0A:0A:D7:F3|170.82.134.203] : MobName:EOOQ dropou o item: Poeira_de_Oriharucon:412 59.222.59.133.59.253 do mob:MorlockAmald
(21/05/2024|01:33:15) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:33:21) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(21/05/2024|01:33:23) [OLIVEIRA2|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo2 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:33:24) [CAPORAL4|E0:D5:5E:F0:8E:D8|179.124.196.128] : MobName:Sniper dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:33:35) [JP02|0A:0A:0A:0A:D7:F3|170.82.134.203] : MobName:EOOQ dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:33:37) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:33:56) [JP02|0A:0A:0A:0A:D7:F3|170.82.134.203] : MobName:EOOQ dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:34:02) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:34:09) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.16.242] : MobName:Solitario dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:34:22) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:34:31) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:34:32) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:34:32) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(21/05/2024|01:34:32) [JP02|0A:0A:0A:0A:D7:F3|170.82.134.203] : MobName:EOOQ dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:34:37) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(21/05/2024|01:34:56) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(21/05/2024|01:35:10) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(21/05/2024|01:35:30) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:35:34) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Poeira_de_Lactolerium:413 59.64.59.230.59.138 do mob:AranhaAmald
(21/05/2024|01:35:34) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(21/05/2024|01:35:34) [JP02|0A:0A:0A:0A:D7:F3|170.82.134.203] : MobName:EOOQ dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:35:39) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:35:46) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:35:48) [CAPORAL4|E0:D5:5E:F0:8E:D8|179.124.196.128] : MobName:Sniper dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:35:49) [JP02|0A:0A:0A:0A:D7:F3|170.82.134.203] : MobName:EOOQ dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:36:21) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(21/05/2024|01:36:39) [OLIVEIRA2|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo2 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:37:00) [OLIVEIRA2|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo2 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:37:02) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:37:35) [LELEO17|04:7C:16:11:36:0A|138.255.58.218] : MobName:Bjorn dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Demonio do Vale
(21/05/2024|01:37:47) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:37:53) [OLIVEIRA2|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo2 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:38:24) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:38:24) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:38:26) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:38:43) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:39:02) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:39:08) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:39:23) [OLIVEIRA2|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo2 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:39:35) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:39:40) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:39:59) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:40:08) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:40:13) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:40:15) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:40:22) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:40:27) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:40:31) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:40:57) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.16.242] : MobName:Solitario dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:41:09) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:41:12) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:41:12) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:41:22) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:41:45) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:42:03) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:42:38) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:42:48) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:42:56) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:42:57) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:43:15) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:43:21) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(21/05/2024|01:43:21) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:43:23) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:43:36) [CAPORAL4|E0:D5:5E:F0:8E:D8|179.124.196.128] : MobName:Sniper dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:43:37) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:43:43) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:43:47) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:43:53) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:44:13) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:44:15) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:44:17) [JP01|0A:0A:0A:0A:D7:F3|170.82.134.203] : MobName:JUMPER dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Tita Berserker
(21/05/2024|01:44:56) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.16.242] : MobName:Solitario dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:44:58) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:45:16) [WELXXD5|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:ExtremeSpeed dropou o item: Poeira_de_Lactolerium:413 59.204.59.68.59.83 do mob:Cav. Servo
(21/05/2024|01:45:22) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:45:22) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:45:35) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:45:45) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:45:48) [CAPORAL4|E0:D5:5E:F0:8E:D8|179.124.196.128] : MobName:Sniper dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:45:54) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:46:08) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:46:12) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:46:19) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:46:30) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:46:38) [MAITOR|98:83:89:F3:B0:6B|200.124.88.216] : MobName:Cratus dropou o item: Poeira_de_Lactolerium:413 59.23.59.145.59.212 do mob:Tauron
(21/05/2024|01:47:04) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:47:21) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:47:25) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:47:29) [OLIVEIRA2|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo2 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:47:45) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:48:18) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:48:34) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Poeira_de_Oriharucon:412 59.4.59.11.59.80 do mob:GargulaAmald
(21/05/2024|01:48:42) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:48:49) [OLIVEIRASC|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:OliveiraSc dropou o item: Poeira_de_Lactolerium:413 59.129.59.76.59.198 do mob:Tauron
(21/05/2024|01:48:50) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:49:12) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:49:16) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:49:28) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:49:32) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:49:35) [WELXXD1|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Zadkiel dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:49:57) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:50:24) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:50:31) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:50:45) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:51:04) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:51:21) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.16.242] : MobName:Solitario dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:51:27) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:51:28) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:51:35) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:51:45) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Poeira_de_Lactolerium:413 59.187.59.195.59.239 do mob:MorlockAmald
(21/05/2024|01:51:46) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Poeira_de_Oriharucon:412 59.8.59.196.59.82 do mob:MorlockAmald
(21/05/2024|01:51:50) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:51:57) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:52:10) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:52:26) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:52:39) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:52:39) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:52:43) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:52:46) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Poeira_de_Oriharucon:412 59.94.59.217.59.100 do mob:MorlockAmald
(21/05/2024|01:53:06) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:53:23) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:53:28) [CAPORAL4|E0:D5:5E:F0:8E:D8|179.124.196.128] : MobName:Sniper dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:53:51) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:54:07) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:54:14) [CAPORAL4|E0:D5:5E:F0:8E:D8|179.124.196.128] : MobName:Sniper dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:54:15) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:54:19) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:54:19) [LUAN2234|BC:F4:D4:E6:86:D2|177.181.0.54] : MobName:Ragnarok dropou o item: Poeira_de_Lactolerium:413 59.199.59.120.59.183 do mob:Hidra Imortal
(21/05/2024|01:54:21) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:54:26) [CAPORAL4|E0:D5:5E:F0:8E:D8|179.124.196.128] : MobName:Sniper dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:54:35) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:54:44) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Poeira_de_Lactolerium:413 59.44.59.47.59.227 do mob:MorlockAmald
(21/05/2024|01:54:54) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:54:59) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
